Review,Star
"I have been using this shampoo for last 6 months . Must be my 3 bottle .-Verdict-1. Mild shampoo , can be used for daily hair wash.2. Has no chemicals .3. Helps somewhat to reduce hair fall and dandruff.Me like many other customers rely on other people’s reveiw . I bought this shampoo by looking at reviews only . Thanks fellow customers. This was of great use.",1
"About the posted product -  The product arrived promptly within time bounds.The packaging was safe with ample air bags so as to avoid damage.The Shampoo was brand new only 3 weeks old manufacturing, as compared to year old ones in local shops.About the Shampoo itself - even though no research supports the positives of bhringraj but I still wanted to give it a go. have been using for almost 2 weeks now. In conjunction with indulekha oil it is working as advertised, the hair fall has not much reduced as the advised usage is for 4 months. I will update the review after 4 months of usage.",1
Worst horrible shampoo I have ever used. So much hair fall while shampooing and too strong camphor smell. Used it 3-4 times now and my hair has become very dry and frizzy. Totally unmanageable. Please don’t even try this shampoo once in ur hair it will be damaged permanently.,1
"Fragrance is great!Hair becomes soft after use, Can be trie9 Once...I've started using it, almost 1 week.I bought because it's Ayurvedic!",5
"I find it very good. Smells amazing. I prefer herbal products for my hair. And i had good experience, hairfall has been lesser after the use of indulekha but it doesn't give instant result, after 3 months i found good result. I use it on regular basis. Makes my hair  soft, and fragrant but doesn't gives much shine to hair. Doesn't give ur hair volume like other chemical based shampoo gives.  Dont expect much from this shampoo but definitely wont damage ur hair.",3
"Very effective shampoo for hair fall, it's totally ayurvedic product.... Reduce hair fall by 80% in just two wash",5
"I was always a fan of the Indulekha oil but the shampoo is even better ! It actually works for my hairfall and I love the earthy, natural colour",1
"It's a really good shampoo; after trying en number of products I've finally settled for this amazing one.I'm using it along with Indulekha hair oil so I'm extremely satisfied with the results. I was having a really bad hair fall and after religiously using both oil and shampoo from Indulekha, I have not had any issues of hairfall or any scalp related problem. Hair looks healthy n strong. Strongly recommend.",1
It's an awesome product. In love wid dis product. V.nice fragrance and hair fall reduced to the maximum. Worth buying...,1
"I'm using this product for 2-3 months now there's no big difference in my hair fall,But the texture of my hair has improved, it's more soft and manageable doesn't get fizzy.The main reason for buying this is that it claims to have all natural ingredients as it smells and feels more like an ayurvedic product.",1
"Good product..... And after using indulekha for couple  weeks, new hair has been grown up....woao...... But should be careful to keep clean scalp regularly and should have to stop other product except indulekha.Friends you have keep healthy your internal parts of body also...like good metabolism, good immunal power.... simluteniously keep eating healthly foods also....then the hair oil can helps to reduce hair fall problem.Thanks Amazon",4
"Good shampoo. Smells like real Ayurvedic product. I had ordered after using this from another site due to less price but i found that product duplicate. It was thinn. So viewers, i want to suggest you buy on Amazon. Original shampoo is very thick. Coin size amount is enough For non-oiled medium length hair. Also check the bottle color (its golden yellow) whatever i got from another site was not like what i got here. So beware.. And purchase here.",4
Brought this as I was searching for parabens free products. But not sure if its free of it or not.The scent is good but the shampoo makes hair too much dried if you wash without oil. Conditioner is a must after using this shampoo.I would not be buying again,4
First thing first! - Checked hairfall it reduced! I got a sample of this product from one of the super markets which made me buy this bottle! As it says it's Ayurvedic.Pros:Smell is great! I loved it!Texture and colour is simply outstanding.Hairfall controlledHair looks nice after apying this.Cons:-Go for it!,4
"I was really amazed to see mind blowing rating and reviews and everyone claiming that this will not impact or doesnot have a side effect...but it turned out completely opposite.My hairfall is severe and extreme since ever after using this shampoo. Not just during wash but everytime i touch my hairs, it has patch of hairs falling down right from the scalp.Worst ever shampoo.",4.1
"Indulekha Bringha Anti-Hairfall Shampoo is like an ayurvedic medicine for hair fall. It has medicinal properties due to Extracts from Bhringraj plant which aid the skin with revival and regeneration of new hair. It also contains herbs like Amla, Tulsi which aid in restoring natural goodness of your hair. One of the best parts is that it is suitable for all hair types. It not only prevents hair fall but also has no added fragrance. It helps in restoring natural goodness of hair while at the same time improving the health of the hair. It is constituted out of no added colours in its preparation. One of the best parts is that since it has dense consistency, it is easier to control the amount of product that is coming out of the bottle leading to no excessive usage. Overall a great product to prevent Hairfall in a natural way.",5
"very good fragrance love it ,nice clean hair",1
"I bought the shampoo and really happy with the results. Was very worried of heavy hairfall, split ends and dry hair. Indulekha  Bhringa Anti-Hairfall shampoo proved very beneficial.the hair growth is very clearly visible. Within few weeks, I had reduction in hairfall. my hair become shiny,silky and split-end free. my hair got dandruff free too. I would definitely recommend this to all my near and dear ones. Such an amazing ayurvedic product with no side effect. No harmful chemicals, no sulphates and dyes. must try!all five star from my side!!!",5
"It's been more than a month now I have been using this shampoo. Honestly I have tried a lot of shampoos before but this one is really effective. I have observed less hairfall and less frizzy hair. Frizzy hair was a big concern for me but with this shampoo problem is almost solved.My doctor recommended this shampoo to me and I gave it a try. It's ayurvedic. It helped me to Reduce Hair fall, Doctor, Works for all hair types, no added fragrance and color or features that work for you and your hair.Give it a try and I am sure you will love it too.",4
"Well to begin with, this product does work. It’s been more than 3 weeks since I am using it. I wash my hair thrice a week. I was facing hairfall issue since last 4 months and I have been to dermatologist as well and tried medicated shampoo too. So when  I came across indulekha shampoo I thought of giving it try too. Here  I would go step wise:1 wash- obviously no product works wonders in 1st instance. Likewise no big difference in first wash. Although hair felt softer n nice to touch.2 wash - well I would say again I could notice that lumps of hair didn’t come out while washing but yes apart from that no change.3 wash- now here comes surprise , very few hair strands while combing after hair wash.From 4 th wash I started using oil also and yes it worked for me.Few points I would like to mention:Since all ingredients used are natural so u can be assured n can use it thrice weekly.Few people may find its smell strong but I liked it... it’s more like that of a camphor . But since I m ok with camphor smell so it was not an issue with me.Always remember: no product starts working from day 1 , you have to be patient with it.For best result use oil along with the shampoo.",5
"With so many chemical products in the market that claim to nourish and rejuvenate hair , it’s a deep relief to see Ayurvedic products that not only have the goodness of all the herbs but also helps revive that dull looking tress. After having used their hair oil, this was on my list from a long time and finally ditching those harsh shampoos laid my hands on this. The result so far is promising, my hair looks nice and fresh, adding that extra volume, doesn’t have a bad after smell and looks so presentable. Will definitely recommend this for people who have dry, frizzy and find it hard to maintain their hair 👍",5
Recently started using this shampoo after researching online about herbal shampoo available. Once suggested by my neibhours also who swear by this and trust me this shampoo worked wonder for me. You have to keep patience as it is herbal shampoo but after 2-3 wash my hairfall was drastically reduced and my hair started turning soft. Highly recommended for those who want to control there hair fall problem. Trust me you won't regret it,5
"Indulekha bringha hair cleaner is a best product . After my delivery I was suffering from hair fall and tried so many different shampoos but no result. Then someone suggest me to use Indulekha bringha anti hair fall shampoo.when I used this shampoo,I noticed my hair fall has reduced gradually and become so silky and shine. It is a ayurvedic shampoo. It contains all the natural ingredients like amla , shikakai,Tulsi neem etc.It's main ingredient is bringhraj which is known for its medical properties.It has no artificial colour or added fragrance.I also use Indulekha bringha oil. Both of them give good result to my hair.💃💃💃I am definitely recommending this shampoo to everyone.This hair shampoo really helps in preventing hair fall . Go for it👍👍👍",5
"Hair related issues are quite common nowadays. Every other person is having some, be it graying, hair fall, dandruff, etc. We can't cure it all fully, but at least control it to some extent by inculcating good habits and routines, avoiding unhealthy food and going natural wherever possible.With the same idea, I gave up conditioners long ago and then ditched chemical-based shampoo a year ago. One day a herbal/natural shampoo idea came to mind, as soap was not suiting at all.The search spanned across days, with several options like Khadi Mayuri, Himalaya, Wow, Biotique, etc. Many options. Huh. Some costly, some had a lot of -ve reviews, while some had few chemical ingredients. Considering all factors, narrowed down the search to Indulekha, which turned out to be a product by HUL (a renowned reliable company).",5
Since 4 months i am continuously using indulekha hair oil but hairs were continuously shedding then i decided to use indulekha oil alongwith indulekha shampoo now frequency of shedding hairs have exponentially increased.Very cheap product don't know how other people have given positive note.I am quite  dejected as of now don't know what to do.,5
"Simple packaging, but benefits are extra ordinary, as I went for a wedding and used many hair styling products which led to dull dry hair with heavy hair fall. I always believe in natural and ayurvedic products for my hair and this time I chose Indulekha Bringa hair cleaner. I bought this shampoo seing the name bringa on the bottle because we all know how helpful it is for hair growth and revival of dead hair. It contains other herbs also like neem, amla, tulsi, shikakai and many other organic plant based herbs.I have used it for almost 4-5 times from the day I purchased it and now I can tell everyone that it really works to reduce hair fall and make your hair look healthy. Dullness and dryness is completely gone after first wash only. Now my hair quality is better. Price is also reasonable compared to other hair fall shampoo available in the market.Try it once it will be really helpful",1
"This is the second bottle that I bought for my mumma. She was facing hair loss and her hair had also turned rough but since she started using it, the quality of hair is improving and the result is quite visible. Hair loss has also reduced. Natural extracts and chemical free properties of this product works well. It has a mild smell and consistency is also good.",3
"I always worried about chemical shampoo as that makes my hair more frizzy at next day. Doctor recommended Indulekha bhingha anti hair fall shampoo, its really good, works for all hairs type. Effects are visible right after the first use. I was facing hair fall issue due to hard water in my area. It's very much effective product and all natural. It starts to improve the hair texture, hair becomes so smooth and hair fall reduced. Because there is no tangles in my hair, don't think much and go for it. Worth buying and highly recommend. Really appreciable results. Good product.",4.1
As u knw this is vry effective i loved this product with pakeging 😊,5
"This bottle seems fake but no way to check if the bottle is altered with. Anybody can simply open this bottle and replace the content with anything. Above all, the customer care for Amazon is the worst with ego, a person named Kishore was om customer care was accusing me of saying duplicate material as defective material? Oh I am sorry it's not defective since it's duplicate, I should use the product then? There's no return for this order as well so think twice before buying.",1
"My hair was a gone case. So I consulted a skin specialist and herecommended this product.. I have been using this product for a year and I am really suppriced to see my old pics with little hair. My  Hair fall problem is completely gone and I have a healthy hair now. This Works for all hair types, no added fragrance and color or features that work for you and your hair.I usually order this shampoo online only as it's not available on my nearby Store. Today I took extrac time to appreciate and help others to solve their hair fall problem. Thank you.",5
"In today's times it's best to go natural and organic . So first of all the ingredients in this cleanser are totally naturally like Amla , neem , shikakai , bhringaraj .....it's far better than the harsh chemical products . The fragrance is good and it leaves the hair soft and feel good.  Whether it really helps in controlling hair fall will be clear only after I use it for atleast a month . Till now I have used it only twice . I really want to overcome my hair fall problem so thought of buying indulekha hair oil too . Ordered it . Hope for best results with the combo indulekha . The packing of bhringa hair cleanser is good with 2 yrs shelf life .",5
"I saw here so many mixed reviews but I ordered this product because of  100% ayurvedic ingredients and I was really worried about my continuous hairfall.I am  really amazed to see the effects on my hair after  first wash, I felt like a bounce and volume in my hair and a shine and silkyness which I was not expecting at all,i love to touch my hair now.Texture of shampoo is really thick and have mild fragrance .totally loved this product.",1
"This is just the perfect solution for hairfall. As I was facing a lot of post partum hairfall, I tried so many home remedies,many oils and shampoo but nothing worked,then one day I came across this hair shampoo and thought to give it a try..And believe me it actually reduced my hair fall in just two weeks of use..Do try this and use it regularly as mentioned to stop hairfall...You will definitely get good results",1
"I used Indulekha bringha hair cleanser twice,I can see the difference in my hair fall,it's scent is very bad but as long as it is showing good result on my hair,I can bear it. But if you can't tolerate strong smell,please think before buying it.Shape and size of bottle is practical but cannot be recycled.Its ingredients bhring raj,amla,tulsi madhya tika,neem,shikakai and rosemary made my hairs so soft and shiny. I used it after applying bringha hair oil,my hair were smooth also.although it is not able to solve my dandruff problem. People with hair fall problem must use it.",5
"I'm a mother of two and I'm on the constant lookout for products made of natural ingredients. And of course, I look out for eco-friendly and sustainable alternatives. Since Indulekha Bringha hair cleanser is made of natural & ayurvedic herbs like  Indulekha Bringha Hair Cleanser also contains herbs like Amla, Tulsi, Neem, Rosemary, Shikakai and Madayantika, the decision to choose this magic shampoo wasn't a tough one. It's a perfect formulation to keep your hair cleansed & nourished. And of course, this ayurvedic mixture is free of parabens & sulfates, unlike the other commercial ones. It's really fragrant and mild. I recommend it.",4
So-so have not seen any great result but as advertised will give it some more time. Have been using this with their medicated oil. Hope to see a positive change with continued usage.,5
"After Long time found..a Shampoo which have enormous benefits for all types of Hair, Its my second Purchase.Shampoo is Thick and feel the herbs during use with it strong fragrance..makes hair jst little bit dry as like every shampoo..jst use conditioner if required...all an all it buyable pdts",5
"Indulekha bringha hair cleanser is said to be an Ayurvedic proprietary medicine and has ingredients like bringhraj, amla , neem, tulsi, shikakai( natural shampoo) which makes it one stop solution for hair. It is total herbal product and a natural cleanser to I thought of hiving it a try . I have been using it along with indulekha bringha oil for quite some time and find it working for me.It gives good lather while washing our hair this washing away the oil applied before the wash.It doesn’t have artifice color and fragrance and can be used by men and women bothPair it with good diet and exercise and have some patience after regular use to see the results",5
"Good fragrance and squeaky clean hair with little amount of shampoo. But don't always depend on a shampoo for hair growth and hair fall, intake of nutrients too play a role in hair issues. This shampoo has all good ingredients that a hair needs. But priced bit high",5
"For my hair fall problem I am using Indulekha Bringha Anti Hair Fall Hair Cleanser Shampoo along with Indulekha Bhringa Hair Oil. I can see the visible results. Hair fall has reduced to some extent & got rid of dandruff. It is a completely Ayurvedic gel based shampoo with no artificial color or fragrance.  It contains the herbal power of Bhringraj, Amla, Tulsi, Neem, Madhyantika, Shikakai, Rosemary. It is suitable for all hair types. Since it's totally an Ayurvedic product, hence do not have any side effects. I am completely satisfied with the positive results and will definitely recommend it to everyone. A worth to buy the product !!!",5
"Indulekha bringha hair cleaner is a great product. I was facing the problem of hairfall for past seven to right months and tried different shampoos but then I came to know about this product. This product fulfills what it promises, it has actually helped to control the hairfall problem. The great positive about this product is that it has all natural ingredients so I does not cause any harm to hair in any way. The main ingredients are bhringraj, amla, heena, tulsi, and shikhakhai. The product has helped to strengthen my hair and has made it strong and healthy. It also gives a good shine to hair. It has no added colour and has a natural fragnance. A great product overall and a must try for hairfall problem.",5
"Containing a blend of powerful herbs, the Indulekha hair cleanser is a great ayurvedic cleanser. it helps get rid of impurities and keep your scalp clean, promoting good scalp condition for new hair follicles to grow . bringha oil arrests excessive hair fall and prevents premature greying. Thanks to its excellent cooling properties, this herb also keeps your scalp cool, removes stress, and helps treat alopecia.Indulekha contains almost every herb to cure severe hairfall as per ayurveda. It does not contain chemical ingredients. The package helps in easy application without making your hands mess up. It helpd it regrowth of hair after continuous application.",4.1
I'm really happy with the shampoo and ordered again for the second time.It works well when used along with Bringraj oil!!,5
Must try for hairfallI'm a mom of 2 year old.. N  facing hairfall since my pregnancy.. I lost faith in herbal so called ayurvedic shampoos..coz i tried very costly n reknowned branded ayurvedic shampoo n oil in these last three years...but waste of my money.Writing this review..so others can give it a try...As I can see the difference with one wash only...my hairs got very rough n dull...It's working for me..so feeling positive n going to continue it with indulekha oil.Smells like herbs...not like any scentGo for it..,1
A wonderful herbal product for everyone who cares for their hair.. Are afraid of rash chemicals etc. This is pure and soft on hair....have used it for fifteen days and feel difference in amount of hairfall...in the age where there is lot of chemical exposure... Dust... Sun... Using this can actually benefit your hair... Comes in wonderful packing... Comes at reasonable price. Must buy for all the new mums who are experiencing hair fall post birth and lactation. Five star for this lovely product.,4
"I have been facing hairfall for a long time now due to hypothyroidism and have tried many products with not much help. My newest trial is with Indulekha Bringha Anti Hair fall shampoo. Natural ingredients like Bringraj, one of the recommended Ayurvedic treatments for hair fall, neem and no chemicals make this shampoo one of my preferred ones. Used this product for the last three weeks now, and must say hairfall is reduced. Smell is also not bad. Dries your hair if used without oil, so a little caution and this can be very helpful.",1
Indulekha shampoo is perfect for stop hair fall im using last 20 days my hair fall down 70%,5
"Hair fall is frustrating for everyone and nightmare for ladies. For people who are facing hair fall issues it’s a Boon.,  Am writing this review after 10-12 days of continuous usage, it is a better product as compared to other chemical compositions available in market. You have to be a little patient with the result, and soon you will notice it does what it says. BRINGHA, NEEM are scientifically proven to improve hair health and stimulates new growth.Fragrance is great! Hair becomes soft after use,  bought it  because it's Ayurvedic! No side effects",5
"I have tried a number of. expensive shampoos to finally have found the shampoo that makes hair soft and shiny. I have used Tony and guy, Kerastase, Blunt, Loreal mythic oil, Tresseme, Mom and co, dove all the expensive and some non expensive products. This by far beats most of these I have mentioned while being easy on your pocket. Could not have a sweeter surprise from Indu lekha!",5
Thank u amazon for givinofferthisoffer.This shampoo stoped hairfall.Little shampoo is enough to wash hair. It smells very nice. Thank u indulekha...,5
"I ordered this shampoo as it is Ayurvedic and moreover I am already using Indulega Bhringa hair oil too. In combination, they both work quite well on my hair. This shampoo isn’t harsh on hair as it is purely herbal, sulphate and paraben-free. It also helped in reducing dandruff. It has no artificial fragrance and smells like any herbal product is supposed to be smelled! Though it does make hair a little dry, a conditioner afterwards takes care of it. Overall, a good and chemical-free choice.",5
Indulekha has already been a trusted brand for anti hairfall products and finally got hold of this shampoo and it didn't disappoint at all!The scent is bit like ayurvedic products for it's ingredients are all organic but still likeable.It comes in a pretty golden bottle and has all the instructions well featured on it.Most important thing is that it has definitely reduced my hairfall especially when I use it with the oil before washing my hairs.My hair feels more strong yet soft.Definitely a happy solution for healthy and soft tresses!,4
"After my pregnancy i was suffering from hair fall.I lost lots of hairs every day. My mother advised me to apply mehandi with amala and shikakai past. But it was so cumbersome job that i cant afford it then my neighbour told me about Indulekha Bringha hairfall shampoo.I also tried other chamical products earlier but it didn't worked,so i was not very much interested to use this also. But my neighbour insists me that I should try it atleast once.so I buy this and used it and you don't believe I really liked this product because my hairfall reduced gradually. It is a Ayurvedic shampoo with seven herbs and no side effects.It is also good hair cleaner at affordable price.",4
"So it's been some time since I have switched to indulekha anti hair fall shampoo. Earlier I was using Indulekha Oil and found it pretty good so thought of replacing my regular shampoo. And I must say using its really good. The shampoo has the goodness of Neem,Amla, Shikakai which benefits your hair and with regular use you will see the difference. It is also recommended by dermatologist so it is completely safe and good for hair. I would suggest to use it along with the oil to get better results. I can feel the difference in texture and hair fall is less.",5
Hair fall has become a very common problem nowadays so I decided to use indulekha anti hair fall shampoo as this is not just a shampoo but is an Ayurvedic medicine for the hair. It contains bringha shikakai and amla which help to strengthen the hair and helps it to grow. It does not contain any chemicals so the hair is safe from harmful and harsh chemicals which other shampoos contain.It has a natural smell. I can feel that hair fall has considerably slowed down after using this shampoo. An all natural and Ayurvedic shampoo which can be used to combat hair fall problems.,5
"An ayurvedic concoction which is very good and cleanses the scalp very well. Made of bhringraj, amla , tulsi, shikakai, rosemary and many more. All these items are very good for hair and scalp. I have used this shampoo two to three times and have seen little reduction in hair fall. Not complete reduction but it is relatively less than earlier. I hope this will completely stop my hair fall with regular usage. It has thick dark brown colour consistency, it has got herbal , camphor kind of smell. Little bit is enough to create enough froath and cleanses the scalp well.  Bottle is very sturdy and easy to carry while travelling as the shampoo is not going to leak. It leaves hair silky and flowy. It is economical also.  Will recommend it to all.",4.1
Maybe my 5th bottle. Only shampoo I use. Best shampoo in Indian market for long black hair. Cleanses the hair properly with no drynessI use it with the indulekha oil... my hair has transformed.  I dont require any conditioner or serum.And saloon treatments is not atall required.After using this I'm really getting compliments for my hair and even asked where do I get spa done😅😅,5
"Indulekha bringha was a suggested product for me from someone who had used and reaped the benefits.I am really grateful for the amazing hair care product tip shared by my friend.The shampoo has a nice aroma to it and my hair felt very healthy afterwards. Trust me, I am not writing it on a whim, I did used the product for a while and found it really nice.I would certainly recommend it to everyone with dull, frizzy and people with hairfall concern. It has all the Ayurvedic ingredients making it apt for healthy hair and it's regular growth.",1
"I am exasperated. Why are people going gaga over this product? It's a below average shampoo. It cleans quite well, but the hairfall is hardly reduced. And it leaves your hair very dry, which leads to further hairfall.You MUST use a serum or conditioner with this.",5
"Well I am writing this review after using the product for almost 2 months now. I was loosing a lot of hair and changed several shampoos. I read online about a lot of shampoos curating hairfall. Indulekha had a decent review online but I decided to place a bet and I actually won. Not only my hairfall reduced but the natural shine came back. Though it roughens the texture of your hair, I use a conditioner with similar ingredients as that of the shampoo and I have got the result I wanted",5
"I was facing lot of hair problems,my hair were falling very fast. So many products with lot of chemicals almost everything I tried but after using Indulekha hair cleanser I think I was very convinced about the product. I used it for about a month or so & there was tremendous change in my hairfall.There was new growth in hair & hairfall stopped. It's totally Ayurvedic product Bhringraj,amla,tulsi,neem,madhyantika,shikakai & rosemary.Everyone should use it.Its really helpful.Quality of hair has really improved & has got good fragrance.",1
I have tried many shampoos for my hair fall but none worked. Then I have started using Indulekha which is 100% Ayurvedic and trust me it actually worked.I can see a reduction in Hair fall .my hair is much stronger than before now. Its Doctor recommended so I am using it tension free. It works for all hair types. It has no added fragrance and colour. It's herbal nature made it smell like heaven. In just a week of use one can see it's benefits. Go head and buy it. U will totally love it.,5
"Indulekha bringha anti hair cleanser shampoo is an Ayurvedic medicine for hair problems as it has all natural ingredients in it like bringhraj that is good for hair growth, prevents hair fall, strengthens hair roots and stop premature greying.I was facing hair poblems but when I used this Ayurvedic hair cleanser shampoo it gives the amazing results in just 3-4 washes. this hair cleanser shampoo is having herbs that keeps your scalp clean and cool and stress free. This shampoo also clean the excess oil from the hair and maintain silky smooth hair. I recommend this Ayurvedic shampoo to all who are facing hair poblems.",1
Indulekha bringha hairfall shampoo contains 9full bhringhraj plant extracts which is also known as Keshraj-King of hair.It has medicinal properties that not just reduce hairfall but helps to grow new hair.Best thing is that it is safe to use on artificially colored hairs.There is no added color and fragrance in the shampoo.Im working in the hospital and doctors also recommend it to the patient suffering from hairfall problem.Your physical and mental health is also important for reducing hairfall.Take lot of fiber dietary and proteins in your daily diet with lots of water.,1
Indulekha Bringha Anti Hair Fall Shampoo is an amazing product to control the hair fall. After my second pregnancy I was facing so much hair fall that gave me nightmares. Then I got to know about the indulekha shampoo and started using it. After using it for sometime I can feel the difference and my hair fall problem reduced. It helps in re-growth as well. As it is herbal product which is why it is completely safe to use. No colours and added preservation ensures health growth of hair. Overall it is value for money product.,4
"Bhringraj prevents hair loss,dandruff and graying. My mom used to say this quite often and for that she used to dry Bhringraj leaves. Then she used to put those dry leaves in the jar of coconut oil and put the jar under the sun for few days until the oil colour changed to light green. Then she used to massage the green oil on my scalp. Well this one was a lengthy process and frankly speaking it's not possible to follow this procedure in today's hectic life. When I bought this bottle it was like the readymade potion my mom used to prepare for me. Added advantage is the scent. It smells good and equally good on hair too. It reminds me of my childhood days.",5
"Indulekha Bringha Hair cleanser contains herbs like bhringraj, amla etc. These herbs are used for hair since long time. This cleanser really helps me to make roots strong and reduces hair fall as well as hair breakage. The fragrance of the cleanser also smells like an ayurvedic product. It doesn't contain any harsh chemicals. It is a must buy product for all hair problems.",4
"I have been trying every other shampoo for my hair-fall and dandruff but didn’t get result in any of them. But this shampoo is worth trying because i have seen visible change in my hair-fall and dandruff in just one wash. Quality of my hair is enhanced and hairfall is reduced. The ingredients speaks for it’s genuineness with no other added fragrance and color, works for all hair types. I’m happy with this product. It’s doctor recommended so try it and see the results yourself. Value for money",5
"Everyone is aware of the hair loss during and post pregnancy. I was also suffering from the same. There was extreme hair loss and the more depressing part was that no shampoo could stop that. I tried so many things but all in vain. Then I came across indulekha bhringa anti-hairfall shampoo and it worked as a wonder on my hair, less breakage, leaving the hair smooth and silky and what I loved the most in this is that it can be used on coloured hair too without causing them any damage.",4.1
"Hello everyone I recommend this hair shampoo to all of you. I used to have lots of hair fall do sometimes I don't comb my hair just because of so much hair fall. I use this shampoo 2 times from the day it reached and now I can find out the difference very soon and made myself comfortable and feeling relax. One of my friend recommended me this shampoo and I didn't like the scent before but after using it I just loved it. I hope my hair will also become smooth and soft. The price is worth too  I wish my hair fall will be completely stopped and I think it will be suitable for all hair types. So please go ahead and use this product, you will find the difference soon. 👍",5
"It's a really good shampoo👍;after trying en number of products.I've finally settled for this amazing one.I've used this before which I purchased from the local market.But on Amazon I saw a great deal of discount and ordered to bottles and when I used this, different feel and very different results.I'm using it along with Indulekha hair oil so I'm extremely satisfied with the result. I was having a really bad hair  fall and after using both oil and shampoo.l'm strongly recommended to all.",1
"I was searching for something of natural preparations as my hair have got really damaged after color treatment. I found this after browsing for ayurvedic shampoos. It has bhringraj, Tulsi, Neem, rosemary oil, shikakai and other potent herbs which gently clean the scalp without damaging the roots and shafts of hair. The scent of this product isjust like any other ayurvedic medicine, I must say you just need a spoon full for shampoo so its value for money too! My ayurvedic doctor said it's a good addition for hair care! My hairfall is reduced significantly!",4.1
I have been seeing ads for this product for the longest time and like any other women hair fall is my biggest problem and another one of my problem was constant sweating. So I took a chance and ordered for a bottle after trying so many brands I must say this has left me a little more satisfied then most. After my first hair wash I felt my hair cleaner and volumed definitely I know this isn't a miracle shampoo and instantly you hair doesn't stop falling but it's been a few days and I'm happy with the results my hair fall is getting a little better and as this is made of plants so the chemical harshness isn't there. Looking forward to using this for a longer period and for my girls too.,5
Amazingly amazing... I just loved this shampoo.. I have already used 2 bottles.. I m using this shampoo since long time.. Now i have ordered 3 more bottles u will get really good result in one wash only.. As it is very good in controlling hairfall.. It will clean your scalp also.. Helps in reducing itching on your scalp.. Blindly buy this shampoo i am gonna use this for my entire life.. Because i love my hair and i want them on my head not in dustbin hehehe.. Blindly trust this shampoo..,1
I've switched to lot of shampoo -loreal sunsilk garnier  dove and even pantene!! They claim to relieve hair loss and damage but I know that by now it's all hot air.All you women out there need to understand  that  No shampoo out there can resolve hair problems .But this shampoo has natural ingredients. its fragrance is good. Its value for money. I applied this indulekha bringha hair cleanser on my hair which is an ayurvedic proprietary medicine for hair fall and I feel very satisfied with the impact it had on my hair.,4.1
"Searching for the shampoo which is best for our hair is just like searching the Mango in the Mango garden. We all keep on trying different shampoo’s all the time. But results are negative, some shampoo suits our hair and some gives us a very adverse effect on our hair.This shampoo comes with the goodness of Ayurveda, containing a blend of powerful herbs.My ExperienceThe results of indulekha bringha oil have quite impressed me. Hence, I decide to buy their bringha shampoo. The formula is nice thick and removes all the dirt from the scalp.I dilute the shampoo first and then use it on my hairs. I don’t need much amount of shampoo to wash my hairs. The shampoo is able to remove all the dirt and impurities effectively in just one wash.Pros Of Indulekha Bringha Hair fall ShampooTravel-friendly.Good packaging.Cleanses my scalp well.Rinses off easily.No added fragrance or colour.Thick consistencyAfter regular use, I’d say it helps get rid of impurities and keep your scalp clean, promoting good scalp condition for new hair follicles to grow from.",5
"Wrost product....I will advise everyone don't buy this product. It's really disheartening that even after paying this much amount of money there is not a single percent improvement in my mom's hairfall. Instead of Indulekha use any simple hair oil, but don't go for this product. It will not help your hairfall. Both the products Indulekha Bringha Hairoil and Bringha Shampoo both are useless.",1
"The Indulekha hair cleanser is a great ayurvedic cleanser, containing a blend of powerful herbs,It helps get rid of impurities and keep your scalp clean, promoting good scalp condition for new hair follicles to grow from. Yet, I am not sure how effective it really is when it comes to controlling dandruff and growth of new hair.If you’re looking for an alternative shampoo that may bring good results over time, you might want to consider buying a 10 in 1 shampoo with active ingredients known for repairing damaged hair and strengthening it from its roots.",4.1
"Heard about this brand through so many mommy blogs and thought to try this out. Since nothing else was working on postpartum hairfall, I bought this ayurvedic remedy and tried it, after second wash itself it started showing effects, now I see less hair strands on my bathroom floor and comb. It really improved my hair texture, and it's so pocket friendly. It's ayurvedic, free from any colour and fragrance, so it won't harm you in any way.The only con is, it doesn't have nice and fancy fragrance, which in a way shows that it is chemical free.",5
From few days I am facing a lot of hair fall problems. I’m so frustrated about that. So one day my nani recommended Me about this amazing shampoo. And that is Indulekha. The shampoo works 100% from my types of hairs.The shampoo is  💯 % ayurvedic. It’s kind of medicine to our hairs . In fact my doctor also recommended me about the shampoo it’s gently reduce my hair fall. And the best part of the shampoo is it natural Fragrance there is no additional Fragrance is added in it. “Indulekha”Contains of nine bringha plants.The shampoo is the king of hairs . I literally love the product and just recommended to all you guys do use it.,1
